hour,day,month,year,cloud_coverage,Visibility,temperature,dew_point,relative_humidity,wind_speed,station_pressure,altimeter,solar_energy
8,13,2,2017,0.0,10.0,-1.09,-2.53,84.84,5.64,29.57,30.37,2262.25
9,13,2,2017,0.0,10.0,1.19,-1.54,79.96,7.0,29.58,30.38,3118.5
10,13,2,2017,0.0,10.0,3.12,-1.88,68.8,2.76,29.56,30.36,3939.0
11,13,2,2017,0.0,10.0,4.85,-2.82,56.2,8.0,29.54,30.34,3054.75
12,13,2,2017,0.0,10.0,5.9,-3.11,50.68,12.44,29.5,30.3,4264.5
13,13,2,2017,0.0,10.0,6.85,-3.09,48.0,9.64,29.46,30.26,3871.0
14,13,2,2017,0.0,10.0,7.42,-3.23,46.28,8.96,29.43,30.23,2825.5
15,13,2,2017,0.0,10.0,7.05,-2.73,49.13,9.08,29.41,30.21,1002.5
16,13,2,2017,0.0,10.0,6.35,-2.57,52.09,7.12,29.37,30.17,328.5
17,13,2,2017,0.0,10.0,5.31,-1.42,60.85,5.72,29.36,30.16,19.08
6,14,2,2017,0.0,10.0,0.69,-0.6,86.04,8.76,29.14,29.93,6.28
7,14,2,2017,0.0,10.0,0.84,-0.31,87.56,9.0,29.14,29.93,558.75
8,14,2,2017,0.0,10.0,3.18,0.02,77.2,12.28,29.14,29.93,1819.5
9,14,2,2017,0.0,10.0,5.05,0.58,73.2,14.96,29.15,29.94,2807.25
10,14,2,2017,0.0,10.0,6.58,1.38,69.6,15.08,29.14,29.93,3985.75
11,14,2,2017,0.0,10.0,8.42,2.53,66.96,11.88,29.12,29.91,4464.25
12,14,2,2017,0.0,10.0,10.0,2.72,60.56,14.0,29.09,29.88,4227.5
13,14,2,2017,0.0,10.0,11.06,2.18,54.68,14.68,29.05,29.84,3817.75
14,14,2,2017,0.0,10.0,11.08,1.12,50.6,13.48,29.04,29.83,2431.25
15,14,2,2017,0.0,10.0,10.66,1.21,51.88,11.88,29.03,29.82,1526.25
16,14,2,2017,0.0,10.0,9.61,1.46,56.24,13.12,29.02,29.81,439.75
17,14,2,2017,0.0,10.0,7.41,1.77,64.24,10.36,29.01,29.8,28.65
6,15,2,2017,0.0,10.0,-2.75,-4.4,81.64,6.72,29.09,29.88,11.79
7,15,2,2017,0.0,10.0,-2.23,-5.08,77.04,8.64,29.12,29.91,692.5
8,15,2,2017,0.0,10.0,-0.79,-5.63,68.48,13.8,29.15,29.94,2367.0
9,15,2,2017,0.0,10.0,0.3,-7.1,57.28,15.76,29.15,29.94,3688.0
10,15,2,2017,0.0,10.0,1.5,-6.92,52.56,14.4,29.16,29.95,4477.75
11,15,2,2017,0.0,10.0,2.91,-6.82,48.48,15.36,29.16,29.95,4708.25
12,15,2,2017,0.0,10.0,4.15,-6.81,45.24,18.56,29.14,29.93,4622.5
13,15,2,2017,0.0,10.0,5.23,-6.83,40.88,16.6,29.13,29.92,4510.0
14,15,2,2017,0.0,10.0,5.68,-6.79,40.12,17.0,29.12,29.91,3681.25
15,15,2,2017,0.0,10.0,5.8,-6.92,39.16,18.72,29.12,29.91,2474.75
16,15,2,2017,0.0,10.0,5.22,-6.65,41.28,15.76,29.12,29.91,735.5
17,15,2,2017,0.0,10.0,3.25,-5.69,51.05,10.84,29.12,29.91,41.69
6,16,2,2017,0.28,10.0,-4.43,-5.21,89.32,0.24,29.16,29.95,22.55
7,16,2,2017,0.88,10.0,-3.74,-4.33,88.52,1.8,29.18,29.97,335.5
8,16,2,2017,0.78,10.0,-1.01,-3.51,79.6,3.64,29.19,29.98,2191.5
9,16,2,2017,0.0,10.0,1.86,-4.0,65.28,6.64,29.17,29.96,2642.25
10,16,2,2017,0.0,10.0,3.7,-4.3,56.4,9.08,29.17,29.96,2988.5
11,16,2,2017,0.0,10.0,5.8,-4.7,47.4,11.64,29.14,29.93,3577.0
12,16,2,2017,0.0,10.0,7.56,-4.44,42.52,13.44,29.1,29.89,3091.75
13,16,2,2017,0.0,10.0,9.07,-4.0,40.76,15.08,29.07,29.86,2993.5
14,16,2,2017,0.0,10.0,10.32,-3.05,40.68,17.12,29.03,29.82,2277.25
15,16,2,2017,0.0,10.0,10.61,-1.76,43.68,17.0,29.0,29.79,1072.0
16,16,2,2017,0.0,10.0,10.36,-0.82,47.64,15.04,28.98,29.77,373.75
17,16,2,2017,0.0,10.0,9.12,-0.12,53.56,11.4,28.97,29.76,18.12
6,17,2,2017,0.0,10.0,2.0,-0.04,80.68,5.16,28.95,29.74,13.03
7,17,2,2017,0.0,10.0,3.05,0.24,76.84,3.92,28.96,29.75,632.75
8,17,2,2017,0.0,10.0,7.29,1.93,68.64,8.24,28.97,29.76,2192.5
9,17,2,2017,0.0,10.0,11.26,2.68,54.88,13.72,28.97,29.76,3391.75
10,17,2,2017,0.0,10.0,14.6,3.5,46.88,15.72,28.97,29.76,4178.5
11,17,2,2017,0.0,10.0,16.87,3.81,41.2,13.8,28.96,29.75,4471.25
12,17,2,2017,0.0,10.0,18.64,4.02,37.52,13.12,28.94,29.73,4523.75
13,17,2,2017,0.0,10.0,19.96,4.27,35.88,15.72,28.92,29.71,4199.0
14,17,2,2017,0.0,10.0,20.54,4.48,33.92,19.04,28.92,29.7,3520.5
15,17,2,2017,0.0,10.0,20.31,4.66,34.52,18.12,28.92,29.71,2368.25
16,17,2,2017,0.0,10.0,19.53,4.53,35.52,16.0,28.92,29.71,837.0
17,17,2,2017,0.0,10.0,16.92,3.72,39.12,12.56,28.93,29.72,40.68
6,18,2,2017,0.0,10.0,5.47,3.61,81.68,8.4,28.97,29.76,12.6
7,18,2,2017,0.0,10.0,6.18,3.83,78.8,6.48,28.97,29.76,264.5
8,18,2,2017,0.0,10.0,8.5,4.5,73.36,6.52,29.0,29.79,1488.25
9,18,2,2017,0.0,10.0,11.95,4.92,55.36,12.68,29.0,29.79,2239.25
10,18,2,2017,0.0,10.0,14.35,5.44,55.24,12.4,29.01,29.8,3012.5
11,18,2,2017,0.0,10.0,16.66,5.66,47.52,12.44,28.99,29.78,3208.5
12,18,2,2017,0.0,10.0,17.81,5.58,42.96,12.36,28.97,29.76,2747.75
13,18,2,2017,0.0,10.0,18.78,5.68,40.44,11.08,28.96,29.75,3789.25
14,18,2,2017,0.0,10.0,19.57,5.74,41.12,11.4,28.95,29.74,2882.0
15,18,2,2017,0.0,10.0,20.23,5.76,37.44,13.36,28.96,29.75,2359.5
16,18,2,2017,0.0,10.0,18.74,5.83,39.68,9.76,28.97,29.76,789.25
17,18,2,2017,0.0,10.0,16.05,6.66,49.6,11.84,28.98,29.77,54.6
6,19,2,2017,1.0,0.34,8.25,8.42,99.47,2.96,29.21,30.0,4.99
7,19,2,2017,1.0,0.02,7.93,8.08,99.85,4.11,29.23,30.02,158.68
8,19,2,2017,1.0,0.1,8.22,8.33,99.47,5.15,29.27,30.06,493.5
9,19,2,2017,1.0,0.52,8.7,8.85,99.45,2.18,29.28,30.08,829.75
10,19,2,2017,1.0,1.88,9.61,9.48,98.97,5.44,29.29,30.08,1229.5
11,19,2,2017,0.74,4.07,11.69,9.59,88.6,6.85,29.29,30.09,3741.25
12,19,2,2017,0.0,7.04,14.79,9.86,75.76,4.36,29.28,30.07,4374.75
13,19,2,2017,0.0,10.0,17.4,9.16,58.88,3.48,29.27,30.06,4012.25
14,19,2,2017,0.0,10.0,18.88,7.52,47.0,3.72,29.27,30.06,3301.5
15,19,2,2017,0.0,10.0,19.47,6.86,42.72,4.48,29.28,30.07,2258.75
16,19,2,2017,0.0,10.0,18.84,7.32,44.56,5.32,29.27,30.06,660.75
17,19,2,2017,0.0,10.0,16.15,7.74,52.24,5.44,29.27,30.06,30.03
6,20,2,2017,1.0,0.25,7.04,7.25,99.84,8.72,29.34,30.14,6.23
7,20,2,2017,1.0,0.01,7.14,7.38,98.56,8.4,29.34,30.14,209.63
8,20,2,2017,1.0,0.24,8.01,8.05,99.47,8.73,29.34,30.14,881.75
9,20,2,2017,0.76,2.94,10.61,10.49,96.57,11.43,29.35,30.15,2251.75
10,20,2,2017,0.05,8.62,14.56,11.54,81.07,15.08,29.33,30.13,3142.0
11,20,2,2017,0.0,10.0,17.79,11.78,68.52,17.0,29.31,30.11,3020.0
12,20,2,2017,0.0,10.0,19.66,11.69,59.56,20.4,29.29,30.08,3985.0
13,20,2,2017,0.0,10.0,21.01,11.98,56.76,17.6,29.26,30.05,3374.5
14,20,2,2017,0.0,10.0,21.52,11.94,53.48,18.92,29.22,30.01,2550.0
15,20,2,2017,0.0,10.0,21.54,11.38,51.44,19.68,29.21,30.0,1792.5
16,20,2,2017,0.0,10.0,20.25,11.5,56.68,15.72,29.21,30.0,336.75
17,20,2,2017,0.0,10.0,18.48,11.6,61.4,11.16,29.21,30.0,48.56
6,21,2,2017,0.78,10.0,11.41,9.84,84.8,0.0,29.16,29.95,0.0
7,21,2,2017,1.0,10.0,11.99,9.99,82.88,4.44,29.18,29.97,80.2
8,21,2,2017,1.0,6.96,12.19,11.12,91.76,1.6,29.18,29.97,302.75
9,21,2,2017,1.0,7.92,13.17,12.22,92.76,2.8,29.18,29.97,497.25
10,21,2,2017,0.92,5.72,13.94,12.87,93.56,3.12,29.17,29.96,700.5
11,21,2,2017,1.0,8.88,14.72,13.54,89.88,2.24,29.17,29.96,712.25
12,21,2,2017,0.74,9.04,15.11,13.94,87.72,1.6,29.16,29.95,610.25
13,21,2,2017,0.92,10.0,15.79,14.13,86.64,3.84,29.15,29.94,1043.75
14,21,2,2017,0.92,10.0,16.59,13.49,76.92,0.0,29.13,29.92,868.25
15,21,2,2017,0.56,10.0,17.18,13.08,71.08,2.56,29.12,29.91,527.75
16,21,2,2017,0.66,10.0,16.83,13.61,75.96,3.64,29.12,29.91,203.5
17,21,2,2017,1.0,9.96,15.96,13.48,79.92,4.28,29.13,29.92,26.63
6,22,2,2017,1.0,0.01,6.88,7.34,97.28,1.92,29.08,29.87,8.85
7,22,2,2017,1.0,0.0,7.99,8.32,98.56,3.12,29.07,29.86,291.5
8,22,2,2017,1.0,0.0,10.16,10.72,99.84,5.16,29.06,29.85,963.25
9,22,2,2017,0.99,0.66,12.21,12.55,99.01,7.55,29.04,29.84,2319.75
10,22,2,2017,0.55,5.63,14.94,14.25,93.48,10.11,29.04,29.83,3237.75
11,22,2,2017,0.55,8.85,18.28,14.13,76.16,12.15,29.02,29.81,3322.0
12,22,2,2017,0.51,9.85,19.71,14.12,69.54,11.38,28.98,29.77,3051.75
13,22,2,2017,0.54,10.0,20.57,14.05,64.28,11.76,28.96,29.75,3369.75
14,22,2,2017,0.63,10.0,20.71,13.84,61.0,14.85,28.95,29.73,1965.75
15,22,2,2017,0.29,10.0,20.86,13.98,61.88,14.12,28.94,29.72,1910.75
16,22,2,2017,0.43,10.0,20.63,13.7,63.72,14.4,28.92,29.71,730.25
17,22,2,2017,0.0,10.0,18.88,13.65,67.64,8.92,28.92,29.71,33.75
6,23,2,2017,1.0,0.1,6.49,7.34,98.24,1.04,28.95,29.74,24.1
7,23,2,2017,1.0,0.01,7.34,7.28,98.15,0.0,28.96,29.75,359.75
8,23,2,2017,0.43,4.3,9.09,9.55,99.11,0.31,28.96,29.76,2030.25
9,23,2,2017,0.11,8.48,11.95,11.15,89.61,4.35,28.96,29.75,1933.75
10,23,2,2017,0.04,9.71,13.52,10.89,79.91,7.04,28.96,29.75,1278.0
11,23,2,2017,0.91,9.88,14.54,11.7,79.32,2.04,28.98,29.77,842.25
12,23,2,2017,1.0,9.7,15.11,11.96,80.15,5.0,28.95,29.74,726.5
13,23,2,2017,1.0,9.89,15.54,11.84,73.77,9.38,28.95,29.73,537.75
14,23,2,2017,0.98,9.89,15.76,11.13,70.88,10.15,28.92,29.71,963.75
15,23,2,2017,0.62,9.92,15.86,11.73,73.72,12.68,28.91,29.69,444.0
16,23,2,2017,0.81,9.88,15.2,11.25,76.08,13.96,28.9,29.69,149.23
17,23,2,2017,0.64,9.92,14.36,9.72,76.2,16.08,28.89,29.67,31.25
6,24,2,2017,0.41,10.0,15.11,13.98,86.88,22.32,28.68,29.46,22.65
7,24,2,2017,0.0,10.0,15.26,14.05,87.0,19.8,28.69,29.47,461.5
8,24,2,2017,0.28,10.0,16.45,14.4,84.96,20.36,28.69,29.47,1166.0
9,24,2,2017,0.28,10.0,17.56,14.43,78.84,19.56,28.69,29.47,1323.75
10,24,2,2017,0.14,10.0,18.58,14.21,74.8,21.28,28.69,29.47,1458.5
11,24,2,2017,0.66,10.0,19.38,13.88,69.6,24.67,28.68,29.46,1401.75
12,24,2,2017,0.91,10.0,19.05,13.7,66.44,27.56,28.68,29.46,905.25
13,24,2,2017,0.82,10.0,16.12,12.1,70.84,19.88,28.69,29.47,2076.75
14,24,2,2017,0.56,10.0,14.64,10.01,68.54,22.65,28.71,29.5,2145.5
15,24,2,2017,0.33,10.0,13.9,8.71,64.73,23.04,28.72,29.51,1616.5
16,24,2,2017,0.41,10.0,12.14,6.6,64.54,22.53,28.75,29.54,1013.25
17,24,2,2017,0.75,10.0,9.31,5.37,75.41,22.6,28.77,29.56,128.99
6,25,2,2017,1.0,9.04,-3.19,-5.25,81.4,18.84,29.02,29.81,4.48
7,25,2,2017,1.0,6.58,-3.99,-6.4,79.93,24.65,29.05,29.84,190.38
8,25,2,2017,0.92,8.58,-3.95,-7.47,74.08,24.31,29.09,29.88,1185.5
9,25,2,2017,0.9,10.0,-2.95,-7.36,71.66,23.07,29.11,29.9,2534.25
10,25,2,2017,1.0,9.85,-2.39,-6.72,71.35,22.04,29.13,29.92,2373.25
11,25,2,2017,0.92,10.0,-1.35,-6.59,66.76,19.44,29.15,29.94,3451.5
12,25,2,2017,0.99,10.0,-0.42,-5.81,65.53,22.08,29.16,29.95,3520.25
13,25,2,2017,0.99,10.0,0.23,-6.42,60.85,21.04,29.16,29.95,3712.25
14,25,2,2017,0.83,10.0,0.9,-6.81,57.85,22.04,29.18,29.97,3739.5
15,25,2,2017,0.73,10.0,1.06,-7.34,54.17,20.84,29.2,29.99,2618.0
16,25,2,2017,0.53,10.0,0.38,-7.27,56.41,17.76,29.21,30.0,1027.0
17,25,2,2017,0.14,10.0,-0.72,-7.37,59.73,15.2,29.23,30.02,69.93
6,26,2,2017,0.96,10.0,-6.27,-7.98,81.04,7.36,29.3,30.09,80.27
7,26,2,2017,0.7,10.0,-4.43,-7.44,76.76,9.28,29.3,30.09,713.5
8,26,2,2017,0.53,10.0,-1.49,-6.95,64.52,15.68,29.31,30.11,1199.5
9,26,2,2017,0.0,10.0,1.68,-7.15,52.72,18.88,29.31,30.11,2776.75
10,26,2,2017,0.0,10.0,4.65,-7.88,39.92,19.84,29.3,30.09,3516.25
11,26,2,2017,0.0,10.0,6.46,-8.82,32.28,21.16,29.3,30.09,3694.25
12,26,2,2017,0.0,10.0,8.28,-7.9,31.24,23.36,29.27,30.06,4714.25
13,26,2,2017,0.0,10.0,9.39,-7.72,28.28,25.52,29.25,30.04,3898.5
14,26,2,2017,0.0,10.0,9.02,-7.8,27.68,26.56,29.24,30.03,1705.5
15,26,2,2017,0.0,10.0,8.63,-7.36,29.28,21.84,29.24,30.03,1272.25
16,26,2,2017,0.16,10.0,7.61,-7.05,34.2,22.64,29.25,30.04,332.0
17,26,2,2017,0.46,10.0,6.7,-5.42,40.84,20.04,29.26,30.05,52.86
6,27,2,2017,1.0,10.0,2.21,-1.12,82.84,5.36,29.36,30.16,16.92
7,27,2,2017,1.0,10.0,2.75,0.7,85.4,6.64,29.37,30.17,680.5
8,27,2,2017,0.15,10.0,5.74,2.38,81.76,7.72,29.37,30.17,2406.5
9,27,2,2017,0.0,10.0,8.7,1.94,63.12,10.44,29.36,30.16,3558.0
10,27,2,2017,0.0,10.0,10.84,1.8,52.96,11.4,29.36,30.16,3677.5
11,27,2,2017,0.29,10.0,12.29,2.12,48.36,11.12,29.35,30.14,3927.0
12,27,2,2017,0.43,10.0,13.04,2.6,47.96,8.32,29.33,30.13,2914.0
13,27,2,2017,0.91,10.0,13.44,2.74,48.24,9.72,29.31,30.11,2202.0
14,27,2,2017,0.83,10.0,14.1,3.0,45.92,11.32,29.3,30.09,1762.0
15,27,2,2017,0.65,10.0,14.46,3.06,46.24,10.56,29.29,30.08,1705.75
16,27,2,2017,0.3,10.0,14.04,3.06,20.75,9.16,8.53,30.07,753.5
17,27,2,2017,0.29,10.0,12.47,3.74,20.83,8.84,8.53,30.07,101.11
6,28,2,2017,1.0,10.0,10.12,9.53,92.77,13.11,29.11,29.9,6.24
7,28,2,2017,1.0,8.81,10.35,9.88,94.56,14.44,29.09,29.89,98.85
8,28,2,2017,1.0,1.74,10.88,10.64,96.86,13.48,29.09,29.88,235.0
9,28,2,2017,1.0,2.19,11.87,11.66,97.65,14.96,29.07,29.86,327.25
10,28,2,2017,1.0,1.58,12.46,12.42,98.24,12.54,29.07,29.86,458.25
11,28,2,2017,1.0,1.74,13.15,13.11,98.44,12.52,29.06,29.85,516.25
12,28,2,2017,1.0,3.1,13.82,13.77,97.36,15.72,29.01,29.8,387.0
13,28,2,2017,1.0,2.19,14.77,14.24,98.12,17.63,28.97,29.76,521.25
14,28,2,2017,1.0,4.92,16.05,15.1,97.16,15.76,28.94,29.73,536.5
15,28,2,2017,0.08,8.15,17.0,15.57,24.56,16.84,9.29,29.71,187.25
16,28,2,2017,0.18,10.0,17.46,15.9,22.21,15.72,8.51,29.68,157.75
17,28,2,2017,0.35,10.0,17.47,16.11,24.68,17.77,9.28,29.64,22.38
6,1,3,2017,0.24,10.0,10.92,10.81,94.8,9.04,28.72,29.5,7.16
7,1,3,2017,0.98,8.31,10.78,10.11,91.25,18.31,28.75,29.53,43.83
8,1,3,2017,1.0,6.17,8.68,7.96,89.87,24.17,28.8,29.59,284.75
9,1,3,2017,1.0,6.6,7.2,6.59,92.4,27.16,28.84,29.62,264.25
10,1,3,2017,1.0,7.08,6.79,5.62,87.51,28.89,28.88,29.67,453.0
11,1,3,2017,1.0,8.92,6.43,4.71,84.73,29.31,28.92,29.71,490.75
12,1,3,2017,1.0,8.96,5.89,3.98,83.8,32.16,28.95,29.74,482.0
13,1,3,2017,1.0,9.93,5.93,3.26,82.05,29.59,28.97,29.76,1284.5
14,1,3,2017,1.0,10.0,5.9,2.82,77.66,31.15,28.99,29.79,1305.75
15,1,3,2017,1.0,10.0,5.74,2.03,76.9,29.96,29.03,29.82,767.75
16,1,3,2017,1.0,10.0,5.27,0.93,72.48,29.0,29.07,29.86,245.5
17,1,3,2017,1.0,10.0,4.69,0.08,69.8,28.16,29.12,29.91,48.8
6,2,3,2017,0.47,10.0,-0.13,-1.04,87.56,11.72,29.39,30.19,88.68
7,2,3,2017,0.0,10.0,-0.03,-2.79,78.8,16.2,29.42,30.22,1117.25
8,2,3,2017,0.0,10.0,0.05,-3.53,77.32,19.8,29.45,30.25,2689.25
9,2,3,2017,0.42,10.0,0.99,-3.07,73.28,16.72,29.48,30.28,3985.75
10,2,3,2017,0.52,10.0,2.1,-2.35,71.68,16.64,29.5,30.3,4565.0
11,2,3,2017,0.62,10.0,3.13,-2.98,65.96,17.52,29.51,30.31,4603.0
12,2,3,2017,0.62,10.0,4.05,-2.83,60.81,15.76,29.51,30.31,3299.0
13,2,3,2017,0.73,10.0,4.04,-4.3,55.28,17.44,29.5,30.3,3202.75
14,2,3,2017,1.0,10.0,3.39,-4.69,55.17,17.48,29.51,30.31,1674.25
15,2,3,2017,0.46,10.0,2.93,-4.53,57.12,19.2,29.51,30.31,1167.0
16,2,3,2017,0.41,10.0,2.53,-4.26,59.16,15.84,29.52,30.32,975.75
17,2,3,2017,0.99,10.0,1.9,-3.66,63.6,12.2,29.54,30.34,56.99
6,3,3,2017,0.0,10.0,-5.8,-7.86,79.08,8.6,29.75,30.55,108.21
7,3,3,2017,0.0,10.0,-4.98,-7.51,80.04,7.28,29.77,30.57,1261.75
8,3,3,2017,0.0,10.0,-3.05,-8.17,65.8,7.08,29.8,30.6,2744.0
9,3,3,2017,0.0,10.0,-2.04,-9.52,55.36,7.28,29.82,30.62,3998.5
10,3,3,2017,0.28,10.0,-1.06,-9.32,52.52,7.68,29.83,30.64,4657.75
11,3,3,2017,0.28,10.0,-0.16,-8.56,52.12,10.04,29.83,30.64,4682.5
12,3,3,2017,0.14,10.0,0.91,-8.1,51.04,7.36,29.82,30.63,4714.25
13,3,3,2017,0.0,10.0,1.68,-7.69,49.12,8.28,29.8,30.6,4660.0
14,3,3,2017,0.42,10.0,2.23,-7.89,46.4,7.32,29.79,30.59,3982.0
15,3,3,2017,0.0,10.0,2.65,-9.07,42.2,3.76,29.77,30.57,2805.25
16,3,3,2017,0.0,10.0,2.82,-8.58,43.04,4.16,29.76,30.56,1343.5
17,3,3,2017,0.0,10.0,2.06,-8.57,44.32,2.04,29.76,30.56,144.7
6,4,3,2017,0.28,10.0,-0.44,-5.64,65.92,10.8,29.69,30.49,85.58
7,4,3,2017,0.0,10.0,0.0,-5.26,65.92,11.16,29.69,30.49,1099.75
8,4,3,2017,0.0,10.0,1.84,-6.38,53.16,18.64,29.7,30.5,2631.0
9,4,3,2017,0.0,10.0,3.67,-6.83,46.8,21.28,29.69,30.49,3803.75
10,4,3,2017,0.0,10.0,5.62,-5.81,45.0,18.44,29.67,30.47,4563.75
11,4,3,2017,0.0,10.0,7.53,-4.35,44.16,18.24,29.64,30.44,4724.25
12,4,3,2017,0.0,10.0,9.2,-3.1,42.92,15.6,29.61,30.41,4728.5
13,4,3,2017,0.0,10.0,10.87,-2.05,40.6,14.08,29.58,30.38,4462.0
14,4,3,2017,0.0,10.0,11.94,-1.37,39.88,12.04,29.56,30.36,3729.0
15,4,3,2017,0.0,10.0,12.79,-0.75,40.52,11.12,29.55,30.35,2621.5
16,4,3,2017,0.0,10.0,12.86,-0.46,41.12,13.24,29.54,30.34,1241.25
17,4,3,2017,0.0,10.0,11.1,-0.02,46.4,10.16,29.53,30.33,139.05
6,5,3,2017,0.0,10.0,1.22,-1.26,81.76,6.92,29.48,30.28,123.67
7,5,3,2017,0.0,10.0,2.77,-0.78,76.84,8.76,29.47,30.27,1023.25
8,5,3,2017,0.38,10.0,6.99,0.12,65.32,11.16,29.46,30.26,2021.0
9,5,3,2017,0.65,10.0,11.03,1.22,52.8,18.28,29.44,30.24,3272.0
10,5,3,2017,0.31,10.0,14.83,1.6,42.2,19.76,29.42,30.22,4114.25
11,5,3,2017,0.91,10.0,16.32,1.11,33.44,21.12,29.4,30.2,2831.0
12,5,3,2017,1.0,10.0,17.08,3.24,38.28,22.04,29.37,30.17,1915.75
13,5,3,2017,1.0,10.0,17.6,5.93,43.64,20.64,29.35,30.14,1633.75
14,5,3,2017,1.0,10.0,17.09,7.22,49.6,23.68,29.32,30.12,1361.25
15,5,3,2017,1.0,10.0,15.51,8.29,57.28,23.32,29.32,30.12,420.25
16,5,3,2017,1.0,10.0,14.47,7.83,60.48,21.76,29.33,30.12,123.93
17,5,3,2017,1.0,10.0,13.47,7.36,63.72,17.2,29.34,30.13,23.5
6,6,3,2017,1.0,10.0,10.95,8.36,79.76,17.2,29.23,30.02,11.28
7,6,3,2017,1.0,10.0,11.23,8.86,81.8,17.68,29.22,30.01,62.45
8,6,3,2017,1.0,10.0,11.94,9.59,82.47,20.08,29.21,30.01,226.5
9,6,3,2017,1.0,10.0,12.63,10.78,86.27,19.92,29.2,29.99,218.0
10,6,3,2017,1.0,9.88,12.91,11.91,91.76,21.8,29.19,29.98,316.25
11,6,3,2017,1.0,3.42,13.0,12.58,95.54,19.19,29.17,29.96,452.0
12,6,3,2017,1.0,4.92,13.59,13.2,93.84,22.96,29.14,29.93,470.75
13,6,3,2017,1.0,8.92,14.28,13.38,90.96,23.28,29.11,29.9,324.5
14,6,3,2017,1.0,7.96,14.53,13.64,91.8,23.88,29.08,29.87,244.75
15,6,3,2017,1.0,4.63,14.65,14.06,92.97,23.69,29.06,29.85,201.5
16,6,3,2017,1.0,7.19,15.0,14.44,94.0,24.0,29.05,29.84,130.75
17,6,3,2017,1.0,9.96,15.63,14.65,92.54,26.31,29.02,29.82,31.0
6,7,3,2017,0.96,10.0,10.99,10.73,93.27,17.63,29.03,29.82,49.74
7,7,3,2017,0.88,10.0,10.35,9.24,87.48,16.72,29.07,29.86,454.25
8,7,3,2017,0.73,10.0,8.77,5.45,74.96,19.68,29.14,29.93,982.5
9,7,3,2017,0.49,10.0,8.64,4.39,71.64,19.72,29.17,29.96,3238.75
10,7,3,2017,0.52,10.0,9.06,4.31,70.6,19.8,29.2,29.99,4505.0
11,7,3,2017,0.14,10.0,9.63,3.19,63.28,19.28,29.21,30.0,4733.25
12,7,3,2017,0.0,10.0,10.49,2.6,58.08,20.68,29.2,29.99,4731.5
13,7,3,2017,0.0,10.0,11.24,2.07,53.48,16.64,29.19,29.98,4676.25
14,7,3,2017,0.0,10.0,11.49,1.12,49.48,22.36,29.19,29.98,4059.5
15,7,3,2017,0.0,10.0,11.52,0.18,44.8,19.44,29.2,29.99,2933.25
16,7,3,2017,0.14,10.0,11.15,-1.32,40.76,19.76,29.22,30.01,1470.25
17,7,3,2017,0.0,10.0,9.81,-0.8,45.36,12.32,29.24,30.03,205.63
6,8,3,2017,0.0,10.0,1.73,-1.73,70.84,10.8,29.33,30.12,162.82
7,8,3,2017,0.0,10.0,3.0,-1.07,70.2,12.68,29.32,30.11,1335.75
8,8,3,2017,0.0,10.0,6.29,-0.41,60.32,17.8,29.33,30.12,2858.0
9,8,3,2017,0.0,10.0,9.42,-0.72,51.36,22.68,29.35,30.14,4036.0
10,8,3,2017,0.0,10.0,10.58,-0.77,46.0,26.16,29.36,30.15,4665.5
11,8,3,2017,0.0,10.0,11.89,-0.78,40.84,25.8,29.36,30.16,4717.5
12,8,3,2017,0.0,10.0,13.18,-0.99,37.4,23.36,29.36,30.16,4717.25
13,8,3,2017,0.0,10.0,14.06,-3.11,30.64,29.44,29.36,30.16,4637.75
14,8,3,2017,0.0,10.0,14.54,-3.6,27.64,25.8,29.36,30.16,3928.25
15,8,3,2017,0.0,10.0,14.78,-3.43,27.88,21.92,29.36,30.16,2792.75
16,8,3,2017,0.0,10.0,14.3,-3.22,29.24,18.72,29.36,30.15,1323.0
17,8,3,2017,0.0,10.0,12.7,-2.02,35.32,11.6,29.35,30.15,196.48
6,9,3,2017,0.0,10.0,0.8,-3.62,72.69,6.2,29.34,30.14,150.34
7,9,3,2017,0.0,10.0,2.72,-3.06,66.36,8.44,29.34,30.14,1226.0
8,9,3,2017,0.0,10.0,5.92,-2.67,56.12,12.72,29.34,30.13,2650.5
9,9,3,2017,0.0,10.0,7.85,-3.48,44.72,14.12,29.34,30.14,3793.25
10,9,3,2017,0.0,10.0,9.6,-4.39,37.16,14.28,29.34,30.13,4518.5
11,9,3,2017,0.0,10.0,11.1,-4.2,34.12,11.4,29.31,30.11,4697.0
12,9,3,2017,0.28,10.0,12.48,-4.05,30.8,9.68,29.29,30.08,4245.5
13,9,3,2017,0.28,10.0,13.29,-4.73,29.2,10.92,29.27,30.06,3231.75
14,9,3,2017,0.0,10.0,13.45,-4.56,28.8,12.2,29.25,30.04,2769.0
15,9,3,2017,0.0,10.0,12.95,-4.52,29.68,10.88,29.24,30.03,982.75
16,9,3,2017,0.62,10.0,12.04,-5.38,28.84,11.56,29.25,30.04,408.75
17,9,3,2017,0.7,10.0,10.57,-2.63,40.92,14.08,29.27,30.06,39.62
6,10,3,2017,0.0,10.0,-1.79,-10.19,50.68,15.0,29.53,30.33,195.18
7,10,3,2017,0.0,10.0,-1.4,-10.47,48.44,15.36,29.55,30.35,1474.75
8,10,3,2017,0.0,10.0,-0.32,-9.83,48.92,16.36,29.58,30.38,3038.75
9,10,3,2017,0.0,10.0,0.75,-10.11,43.92,17.48,29.59,30.39,4085.0
